SKU,Brand,Product Name,Price,Package Size,Price per unit,Specials,Tag Description,Online Only,Availability,New Product,Ratings,Department,Product URL,Date
159836,farm fresh,Farm Fresh 12 Extra Large Free Range Eggs,,700g,,,,,Unavailable,,0,"['Dairy, Eggs & Fridge']",https://www.woolworths.com.au/shop/productdetails/159836/farm-fresh-12-extra-large-free-range-eggs,2021-04-23
982207,rise bros.,Rise Bros. High Branch Cherry Cider,,330ml x24 case,,,,,Unavailable,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/982207/rise-bros-high-branch-cherry-cider,2021-04-23
742113,golden circle,Golden Circle Pash Fruit Drink,,8x250ml,,,,,Unavailable,,0,"['Lunch Box', 'Drinks']",https://www.woolworths.com.au/shop/productdetails/742113/golden-circle-pash-fruit-drink,2021-04-23
662391,healtheries,Healtheries Potato Stix Cheese Flavour,,160g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/662391/healtheries-potato-stix-cheese-flavour,2021-04-23
671737,shneider's,Shneider's T Choc Cookies,,150g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/671737/shneider-s-t-choc-cookies,2021-04-23
11578,petaluma,Petaluma Croser Sparkling Vintage,47.0,750ml,,,,,Available,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/11578/petaluma-croser-sparkling-vintage,2021-04-23
811307,eaoron,Eaoron Exfoliating Cream,,120ml,,,,,Unavailable,,0,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/811307/eaoron-exfoliating-cream,2021-04-23
665929,pereg,Pereg Couscous Pumpkin Seeds & Currants,,140g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/665929/pereg-couscous-pumpkin-seeds-currants,2021-04-23
905104,dr loosen,Dr Loosen Germany & Austria Dr L Riesling,,750ml,,,,,Unavailable,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/905104/dr-loosen-germany-austria-dr-l-riesling,2021-04-23
619354,ovaltine,Ovaltine Chocolate Lasting Energy,,1kg,,,,,Unavailable,,0,['Drinks'],https://www.woolworths.com.au/shop/productdetails/619354/ovaltine-chocolate-lasting-energy,2021-04-23
82441,lifeline,Lifeline Donation $20.00,20.0,each,,,,,Available,,0,[],https://www.woolworths.com.au/shop/productdetails/82441/lifeline-donation-20-00,2021-04-23
661309,beak & sons,Beak & Sons Slow Cooked Bbq Pork Ribs,,650g,,,,,Unavailable,,0,"['Meat, Seafood & Deli', 'Freezer']",https://www.woolworths.com.au/shop/productdetails/661309/beak-sons-slow-cooked-bbq-pork-ribs,2021-04-23
671668,elite,Elite Pesekzman Wafer Roll,,40g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/671668/elite-pesekzman-wafer-roll,2021-04-23
477408,golden circle,Golden Circle Fruit Drink Cranberry,,1l,,,,,Unavailable,,0,['Drinks'],https://www.woolworths.com.au/shop/productdetails/477408/golden-circle-fruit-drink-cranberry,2021-04-23
900776,mars,Mars Celebrations,,540g gift box,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/900776/mars-celebrations,2021-04-23
22859,kehoe's,Kehoe's Organic Turmeric Sauerkraut,,410g,,,,,Unavailable,,0,[],https://www.woolworths.com.au/shop/productdetails/22859/kehoe-s-organic-turmeric-sauerkraut,2021-04-23
777828,ogilvie & co,Ogilvie & Co Honey Roasted Hazelnut Hazelnut Honey,,325g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/777828/ogilvie-co-honey-roasted-hazelnut-hazelnut-honey,2021-04-23
671651,wiltshire,Wiltshire Salute Beer Glasses 425ml,10.5,4 pack,,Specials,,,Available,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/671651/wiltshire-salute-beer-glasses-425ml,2021-04-23
499128,thankyou.,Thankyou. Baby Bath Lotion,,300ml,,,,,Unavailable,,0,['Baby'],https://www.woolworths.com.au/shop/productdetails/499128/thankyou-baby-bath-lotion,2021-04-23
780181,ozharvest,Ozharvest Meal Donation $0.50,0.5,each,,,,,Available,,0,[],https://www.woolworths.com.au/shop/productdetails/780181/ozharvest-meal-donation-0-50,2021-04-23
730715,purina,Purina Total Care Anti Tangle Comb,,each,,,,,Unavailable,,0,['Pet'],https://www.woolworths.com.au/shop/productdetails/730715/purina-total-care-anti-tangle-comb,2021-04-23
671714,elite,Elite Pesekzman Classic,,110g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/671714/elite-pesekzman-classic,2021-04-23
657711,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,https://www.woolworths.com.au/shop/productdetails/657711/rothmans-cigarette-red,2021-04-23
351254,hardys,Hardys Riesling,,750ml,,,,,Unavailable,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/351254/hardys-riesling,2021-04-23
811290,eaoron,Eaoron Crystal White Body Cream,,120ml,,,,,Unavailable,,0,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/811290/eaoron-crystal-white-body-cream,2021-04-23
662262,decor,Decor Cooler Lunch Box Assorted,,each,,,,,Unavailable,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/662262/decor-cooler-lunch-box-assorted,2021-04-23
509742,haymisha,Haymisha Home Style Macaron Cookies,,200g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/509742/haymisha-home-style-macaron-cookies,2021-04-23
796414,lucky,Lucky Womens Smart Snax,,140g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/796414/lucky-womens-smart-snax,2021-04-23
720387,barossa bark,Barossa Bark Nigella,,100g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/720387/barossa-bark-nigella,2021-04-23
104502,house of arras,House Of Arras Sparkling Grand Vintage,,750ml,,,,,Unavailable,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/104502/house-of-arras-sparkling-grand-vintage,2021-04-23
738787,bartons,Bartons Million Dollar Bar,,57g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/738787/bartons-million-dollar-bar,2021-04-23
229863,jarrah,Jarrah Extreme Hot Choc,,10 pack,,,,,Unavailable,,0,['Drinks'],https://www.woolworths.com.au/shop/productdetails/229863/jarrah-extreme-hot-choc,2021-04-23
372121,woolworths,Woolworths Beef Blade Roast,,1.1kg - 1.8kg,,,,,Unavailable,,0,"['Meat, Seafood & Deli']",https://www.woolworths.com.au/shop/productdetails/372121/woolworths-beef-blade-roast,2021-04-23
299080,corinthians,Corinthians Mini Wafers,,150g,,,,,Unavailable,,0,"['Lunch Box', 'Pantry']",https://www.woolworths.com.au/shop/productdetails/299080/corinthians-mini-wafers,2021-04-23
759912,steggles,Steggles Chicken Hearts,,500g,,,,,Unavailable,,0,"['Meat, Seafood & Deli']",https://www.woolworths.com.au/shop/productdetails/759912/steggles-chicken-hearts,2021-04-23
620871,wicked sister,Wicked Sister Lamington With Coconut,,80g,,,,,Unavailable,,0,"['Dairy, Eggs & Fridge']",https://www.woolworths.com.au/shop/productdetails/620871/wicked-sister-lamington-with-coconut,2021-04-23
33533,paramount,Paramount Salmon Red,7.0,210g,$33.33 / 1KG,,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/33533/paramount-salmon-red,2021-04-23
738366,simply wize,Simply Wize Corn Crunch Bbq Gluten Free,,150g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/738366/simply-wize-corn-crunch-bbq-gluten-free,2021-04-23
788904,woolworths,Woolworths Party Candle,,12 pack,,,,,Unavailable,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/788904/woolworths-party-candle,2021-04-23
101111,woolworths,Woolworths Scotch Fillet Beef Steak,,200g - 600g,,,,,Unavailable,,0,"['Meat, Seafood & Deli']",https://www.woolworths.com.au/shop/productdetails/101111/woolworths-scotch-fillet-beef-steak,2021-04-23
881507,sunraysia,Sunraysia Organic Apple & Mango Juice,,200ml,,,,,Unavailable,,0,"['Lunch Box', 'Drinks']",https://www.woolworths.com.au/shop/productdetails/881507/sunraysia-organic-apple-mango-juice,2021-04-23
71725,trevi,Trevi Sparkling Spumante,,750ml,,,,,Unavailable,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/71725/trevi-sparkling-spumante,2021-04-23
730318,korjo,Korjo Tsa Wordlock Combination Lock,,each,,,,,Unavailable,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/730318/korjo-tsa-wordlock-combination-lock,2021-04-23
251109,chocolate grove,Chocolate Grove Chocolate Coated Macadamias Dark & Dangerous,,100g gift box,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/251109/chocolate-grove-chocolate-coated-macadamias-dark-dangerous,2021-04-23
373101,gilberts,Gilberts Riesling Mt Barker Riesling,,750ml,,,,,Unavailable,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/373101/gilberts-riesling-mt-barker-riesling,2021-04-23
766408,rufus & coco,Rufus & Coco Training Clicker,,each,,,,,Unavailable,,0,['Pet'],https://www.woolworths.com.au/shop/productdetails/766408/rufus-coco-training-clicker,2021-04-23
46442,vita cee,Vita Cee Apple & Blackcurrant Juice,,2l,,,,,Unavailable,,0,['Drinks'],https://www.woolworths.com.au/shop/productdetails/46442/vita-cee-apple-blackcurrant-juice,2021-04-23
699519,barton estate,Barton Estate Riley's Riesling,,750ml,,,,,Unavailable,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/699519/barton-estate-riley-s-riesling,2021-04-23
84037,disney,Disney Mickey Mouse Dog Collar Large,19.0,each,$19.00 / 1EA,,,,Available,,0,[],https://www.woolworths.com.au/shop/productdetails/84037/disney-mickey-mouse-dog-collar-large,2021-04-23
136369,pauletts,Pauletts Riesling,,750ml,,,,,Unavailable,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/136369/pauletts-riesling,2021-04-23
44458,san remo,San Remo Spaghetti Wholemeal Pasta,,500g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/44458/san-remo-spaghetti-wholemeal-pasta,2021-04-23
82540,vegeta,Vegeta Beef Stock Cubes,2.0,60g,$0.33 / 10G,,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/82540/vegeta-beef-stock-cubes,2021-04-23
673539,simon johnson,Simon Johnson Panforte Fruit & Almond,,100g,,,,,Unavailable,,0,"['Meat, Seafood & Deli']",https://www.woolworths.com.au/shop/productdetails/673539/simon-johnson-panforte-fruit-almond,2021-04-23
331891,cocon,Cocon Snacks Mixed Pudding,,300g,,,,,Unavailable,,0,"['Bakery', 'Pantry']",https://www.woolworths.com.au/shop/productdetails/331891/cocon-snacks-mixed-pudding,2021-04-23
814117,the gluten free food co,The Gluten Free Food Co Mac & Cheez Chilli Cheez,8.95,200g,$4.48 / 100G,,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/814117/the-gluten-free-food-co-mac-cheez-chilli-cheez,2021-04-23
964665,yahava,Yahava Espresso Whole Beans Espresso Coffee,,250g,,,,,Unavailable,,0,"['Drinks', 'Pantry']",https://www.woolworths.com.au/shop/productdetails/964665/yahava-espresso-whole-beans-espresso-coffee,2021-04-23
436473,schick,Schick Hydro 5 Groomer Razor Kit,20.0,each,$20.00 / 1EA,,,,Available,,3.75,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/436473/schick-hydro-5-groomer-razor-kit,2021-04-23
377707,kinor,Kinor Grape Juice Musca Grape Juice Muscat,,945ml,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/377707/kinor-grape-juice-musca-grape-juice-muscat,2021-04-23
796561,ob finest,Ob Finest Bonvallis Date & Walnut Fruit Log,,200g,,,,,Unavailable,,0,"['Meat, Seafood & Deli', 'Pantry']",https://www.woolworths.com.au/shop/productdetails/796561/ob-finest-bonvallis-date-walnut-fruit-log,2021-04-23
366323,bertocchi,Bertocchi Salami Hungarian,,500g,,,,,Unavailable,,0,"['Meat, Seafood & Deli']",https://www.woolworths.com.au/shop/productdetails/366323/bertocchi-salami-hungarian,2021-04-23
620873,wicked sister,Wicked Sister Choc Profiterole With Cream,,90g,,,,,Unavailable,,0,"['Dairy, Eggs & Fridge']",https://www.woolworths.com.au/shop/productdetails/620873/wicked-sister-choc-profiterole-with-cream,2021-04-23
470848,three aussie farmers,Three Aussie Farmers Bulk Smoked Hocks,,min. 850g,,,,,Unavailable,,0,"['Meat, Seafood & Deli']",https://www.woolworths.com.au/shop/productdetails/470848/three-aussie-farmers-bulk-smoked-hocks,2021-04-23
695253,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,https://www.woolworths.com.au/shop/productdetails/695253/pall-mall-extra-kings-rich-blue,2021-04-23
66962,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,https://www.woolworths.com.au/shop/productdetails/66962/winfield-optimum-crush-gold-single,2021-04-23
741153,sunraysia,Sunraysia Organic Tropical 100% Juice,,200ml,,,,,Unavailable,,0,"['Lunch Box', 'Drinks']",https://www.woolworths.com.au/shop/productdetails/741153/sunraysia-organic-tropical-100-juice,2021-04-23
661765,rowntrees,Rowntrees Fruit Pastilles,,150g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/661765/rowntrees-fruit-pastilles,2021-04-23
982206,rise bros.,Rise Bros. High Rise Cherry Cider,,330ml x4 pack,,,,,Unavailable,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/982206/rise-bros-high-rise-cherry-cider,2021-04-23
439264,mckenzie's,Mckenzie's Green Lentil Whole,3.95,1kg,$0.40 / 100G,Specials,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/439264/mckenzie-s-green-lentil-whole,2021-04-23
902234,jp chenet,Jp Chenet Chenet Chardonnay,,750ml,,,,,Unavailable,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/902234/jp-chenet-chenet-chardonnay,2021-04-23
631383,modelco,Modelco Tan Remover Soap,12.0,125g,$9.60 / 100G,,,,Available,,0,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/631383/modelco-tan-remover-soap,2021-04-23
622974,korjo,Korjo Memory Foam Pillow Black,,each,,,,,Unavailable,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/622974/korjo-memory-foam-pillow-black,2021-04-23
790479,yumi's,Yumi's Aioli Dip,4.0,200g,$2.00 / 100G,,,,Available,,0,"['Dairy, Eggs & Fridge']",https://www.woolworths.com.au/shop/productdetails/790479/yumi-s-aioli-dip,2021-04-23
105625,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,https://www.woolworths.com.au/shop/productdetails/105625/winfield-carton-blue,2021-04-23
621013,h2coco,H2coco Coffee Blend Coconut Water,,3x200ml,,,,,Unavailable,,0,['Drinks'],https://www.woolworths.com.au/shop/productdetails/621013/h2coco-coffee-blend-coconut-water,2021-04-23
348113,the salvation army,The Salvation Army Donation $2.00,2.0,each,,,,,Available,,0,[],https://www.woolworths.com.au/shop/productdetails/348113/the-salvation-army-donation-2-00,2021-04-23
70292,l'oreal,L'oreal Paris Excellence Creme 5.3 Golden Brown,,each,,,,,Unavailable,,0,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/70292/l-oreal-paris-excellence-creme-5-3-golden-brown,2021-04-23
646099,pipers brook,Pipers Brook Vintage Sparkling,39.0,750ml,,,,,Available,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/646099/pipers-brook-vintage-sparkling,2021-04-23
128559,lello,Lello Grano Arso Casarecce,,400g,,,,,Unavailable,,0,[],https://www.woolworths.com.au/shop/productdetails/128559/lello-grano-arso-casarecce,2021-04-23
623351,korjo,Korjo Waterproof Phone Pouch,,each,,,,,Unavailable,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/623351/korjo-waterproof-phone-pouch,2021-04-23
794932,vitasoy,Vitasoy Unsweetened Coconut Milk,,1l,,,,,Unavailable,,0,"['Dairy, Eggs & Fridge', 'Drinks']",https://www.woolworths.com.au/shop/productdetails/794932/vitasoy-unsweetened-coconut-milk,2021-04-23
670115,achdut,Achdut Spread Chocolate,,400g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/670115/achdut-spread-chocolate,2021-04-23
789528,if you care,If You Care Waste Bags 3 Gallon,,30 pack,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/789528/if-you-care-waste-bags-3-gallon,2021-04-23
100295,woolworths,Woolworths Porterhouse Beef Steak,,250g - 550g,,,,,Unavailable,,0,"['Meat, Seafood & Deli']",https://www.woolworths.com.au/shop/productdetails/100295/woolworths-porterhouse-beef-steak,2021-04-23
130160,lindt,Lindt Lindor Assorted Bag,,395g,,,,,Unavailable,,0,[],https://www.woolworths.com.au/shop/productdetails/130160/lindt-lindor-assorted-bag,2021-04-23
671712,jump,Jump Grape Juice,,330ml,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/671712/jump-grape-juice,2021-04-23
130202,lindt,Lindt Lindor Milk Bag,,395g,,,,,Unavailable,,0,[],https://www.woolworths.com.au/shop/productdetails/130202/lindt-lindor-milk-bag,2021-04-23
545625,cakemark,Cakemark Jam Coconut Ring Cakes,,240g,,,,,Unavailable,,0,['Bakery'],https://www.woolworths.com.au/shop/productdetails/545625/cakemark-jam-coconut-ring-cakes,2021-04-23
631572,nivea,Nivea Daily Essentials Sensitive Micellar Water,,400ml,,,,,Unavailable,,0,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/631572/nivea-daily-essentials-sensitive-micellar-water,2021-04-23
315769,prima,Prima Orange & Mango Fruit Drink,,6x200ml,,,,,Unavailable,,0,"['Drinks', 'Lunch Box']",https://www.woolworths.com.au/shop/productdetails/315769/prima-orange-mango-fruit-drink,2021-04-23
570995,swan valley,Swan Valley Honeycomb,,150g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/570995/swan-valley-honeycomb,2021-04-23
128098,eat pasta,Eat Pasta Spaghetti,,375g,,,,,Unavailable,,0,[],https://www.woolworths.com.au/shop/productdetails/128098/eat-pasta-spaghetti,2021-04-23
792476,tilda,Tilda Heat & Serve Brown Basmati Rice & Quinoa,,250g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/792476/tilda-heat-serve-brown-basmati-rice-quinoa,2021-04-23
712296,zonin,Zonin Italian Ripasso Valpolicella Superiore,,750ml,,,,,Unavailable,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/712296/zonin-italian-ripasso-valpolicella-superiore,2021-04-23
749027,hello kitty,Hello Kitty Diamond Bow Pin Set,8.0,each,,,,,Available,,5,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/749027/hello-kitty-diamond-bow-pin-set,2021-04-23
99551,fifya,Fifya Chickpea Protein Stock,,500g,,,,,Unavailable,,0,[],https://www.woolworths.com.au/shop/productdetails/99551/fifya-chickpea-protein-stock,2021-04-23
711114,ambrosia,Ambrosia Dessert Rice Pudding,4.5,400g,$1.13 / 100G,,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/711114/ambrosia-dessert-rice-pudding,2021-04-23
745097,shippams,Shippams Salmon Spread,,75g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/745097/shippams-salmon-spread,2021-04-23
533178,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,https://www.woolworths.com.au/shop/productdetails/533178/winfield-grey,2021-04-23
811397,ceres,Ceres Organics Coconut Butter,,300g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/811397/ceres-organics-coconut-butter,2021-04-23
917139,pewsey vale,Pewsey Vale Prima Riesling,,750ml,,,,,Unavailable,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/917139/pewsey-vale-prima-riesling,2021-04-23
900300,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,https://www.woolworths.com.au/shop/productdetails/900300/rothmans-red,2021-04-23
757872,woolworths,Woolworths Garlic Punnet,,175g,,,,,Unavailable,,0,['Fruit & Veg'],https://www.woolworths.com.au/shop/productdetails/757872/woolworths-garlic-punnet,2021-04-23
782014,golden circle,Golden Circle Apple & Raspberry Juice,,8x250ml,,,,,Unavailable,,0,"['Drinks', 'Lunch Box']",https://www.woolworths.com.au/shop/productdetails/782014/golden-circle-apple-raspberry-juice,2021-04-23
622767,korjo,Korjo Laminated Steel Padlock 40mm,,each,,,,,Unavailable,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/622767/korjo-laminated-steel-padlock-40mm,2021-04-23
702432,beaver,Beaver Cream Style Horseradish,,340g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/702432/beaver-cream-style-horseradish,2021-04-23
649096,d'orsogna,D'orsogna English Style Shaved Ham,,100g,,,,,Unavailable,,0,"['Meat, Seafood & Deli']",https://www.woolworths.com.au/shop/productdetails/649096/d-orsogna-english-style-shaved-ham,2021-04-23
573470,macro,Macro Seed Fruit & Nut Mix Multipack,,5x30g,,,,,Unavailable,,4.03,['Pantry'],https://www.woolworths.com.au/shop/productdetails/573470/macro-seed-fruit-nut-mix-multipack,2021-04-23
31831,woolworths,Woolworths Mixed Vegetables,,600g,,,,,Unavailable,,3.25581395348837,['Fruit & Veg'],https://www.woolworths.com.au/shop/productdetails/31831/woolworths-mixed-vegetables,2021-04-23
154281,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,https://www.woolworths.com.au/shop/productdetails/154281/holiday-carton-kings-blue,2021-04-23
965371,mumm,Mumm Cordon Rouge,,750ml,,,,,Unavailable,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/965371/mumm-cordon-rouge,2021-04-23
352145,bickford's,Bickford's Ginger Beer Cordial,,750ml,,,,,Unavailable,,0,['Drinks'],https://www.woolworths.com.au/shop/productdetails/352145/bickford-s-ginger-beer-cordial,2021-04-23
742094,golden circle,Golden Circle Pine Orange Fruit Drink,,8x250ml,,,,,Unavailable,,0,"['Drinks', 'Lunch Box']",https://www.woolworths.com.au/shop/productdetails/742094/golden-circle-pine-orange-fruit-drink,2021-04-23
810770,macro,Macro Cricket Protein Powder,,100g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/810770/macro-cricket-protein-powder,2021-04-23
29544,tsantali,Tsantali Kokino,,2l,,,,,Unavailable,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/29544/tsantali-kokino,2021-04-23
671731,shneider's,Shneider's Old Stylre Mustard,,350g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/671731/shneider-s-old-stylre-mustard,2021-04-23
129299,l'abruzzese,L'abruzzese Organic Wholegrain Spelt Spirals,,375g,,,,,Unavailable,,0,[],https://www.woolworths.com.au/shop/productdetails/129299/l-abruzzese-organic-wholegrain-spelt-spirals,2021-04-23
526266,woolworths,Woolworths Soy Savoury,,150g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/526266/woolworths-soy-savoury,2021-04-23
622619,woolworths,Woolworths Compact Umbrella For Travel,,each,,,,,Unavailable,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/622619/woolworths-compact-umbrella-for-travel,2021-04-23
486624,nuby,Nuby Teething Gel With Gumeez Teether,9.0,each,$9.00 / 1EA,,,,Available,,0,['Baby'],https://www.woolworths.com.au/shop/productdetails/486624/nuby-teething-gel-with-gumeez-teether,2021-04-23
914609,cherubino,Cherubino Riesling Porongurup Riesling,,750ml,,,,,Unavailable,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/914609/cherubino-riesling-porongurup-riesling,2021-04-23
640389,well naturally,Well Naturally No Sugar Added Superfood Bar Acai,,40g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/640389/well-naturally-no-sugar-added-superfood-bar-acai,2021-04-23
99436,gaga's gut loving,Gaga's Gut Loving Sauerkraut,,450g,,,,,Unavailable,,0,[],https://www.woolworths.com.au/shop/productdetails/99436/gaga-s-gut-loving-sauerkraut,2021-04-23
786898,sunrice,Sunrice Thai Red Chicken Curry With Jasmine Rice,,350g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/786898/sunrice-thai-red-chicken-curry-with-jasmine-rice,2021-04-23
712291,zonin,Zonin Amarone Della Valpolicella,,750ml,,,,,Unavailable,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/712291/zonin-amarone-della-valpolicella,2021-04-23
201823,eskal,Eskal Pasta With Basil Sauce With Basil,,735g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/201823/eskal-pasta-with-basil-sauce-with-basil,2021-04-23
674481,nivea,Nivea Q10 Anti-wrinkle Vitamin C Sleep Cream Face Moisturiser,25.0,40ml,$62.50 / 100ML,,,,Available,,4,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/674481/nivea-q10-anti-wrinkle-vitamin-c-sleep-cream-face-moisturiser,2021-04-23
154691,schwarzkopf,Schwarzkopf Extra Care Treatment Leave In Conditioner Moist,,200ml,,,,,Unavailable,,0,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/154691/schwarzkopf-extra-care-treatment-leave-in-conditioner-moist,2021-04-23
808329,smash,Smash Bento Bite Llama,,each,,,,,Unavailable,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/808329/smash-bento-bite-llama,2021-04-23
517750,kodak,Kodak Cd-r Spindle,12.0,25 pack,,,,,Available,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/517750/kodak-cd-r-spindle,2021-04-23
505602,woolworths,Woolworths Bangers & Mash,,350g,,,,,Unavailable,,3.55,"['Dairy, Eggs & Fridge']",https://www.woolworths.com.au/shop/productdetails/505602/woolworths-bangers-mash,2021-04-23
768457,variety,Variety Children's Charity Donation $5.00,5.0,each,,,,,Available,,0,[],https://www.woolworths.com.au/shop/productdetails/768457/variety-children-s-charity-donation-5-00,2021-04-23
649104,d'orsogna,D'orsogna Shaved Triple Smoked Ham,,100g,,,,,Unavailable,,0,"['Meat, Seafood & Deli']",https://www.woolworths.com.au/shop/productdetails/649104/d-orsogna-shaved-triple-smoked-ham,2021-04-23
205654,nature's way,Nature's Way Slim Right Powder Strawberry W Raspberry Ketones,,375g,,,,,Unavailable,,3.16666666666667,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/205654/nature-s-way-slim-right-powder-strawberry-w-raspberry-ketones,2021-04-23
801401,loving earth,Loving Earth Mesquite Powder,,250g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/801401/loving-earth-mesquite-powder,2021-04-23
