SKU,Brand,Product Name,Current Price,Price per unit,Unit Size,Previous Price,On Special,Suppliers,Category,Availability,URL,Date
4575321P,Coles,Coriander Sleeved,2.98,$2.98 per 1Ea,1 bunch,,Specials,"[""635235 COSTA'S P/L (VIC DC)"", '939301 FRESH PRODUCE DC (WA)', '939312 FRESH PRODUCE DC (NSW)', '414760 ST GEORGE PROD PTY LTD', '97446 CARTER & SPENCER GROUP P/L', '942633 CARTER & SPENCER NORTH QLD', '933347 COSTAS (TASMANIA)']",pantry,Available,https://shop.coles.com.au/a/national/product/herbs-coriander-sleeved-4575321p,2021-04-23
1162100P,L'Oreal,Revitalift Laser Renew Serum,35.0,$116.67 per 100mL,30mL,50.0,Specials,"[""720488 L'OREAL AUST P/L""]",health-beauty,Available,https://shop.coles.com.au/a/national/product/loreal-revitalift-serum-laser-renew,2021-04-23
3756502P,Lavazza,Espresso Barista Perfetto Beans,22.0,$2.20 per 100G,1kg,35.0,Specials,['971780 LAVAZZA AUSTRALIA PTY LTD'],entertaining-at-home,Available,https://shop.coles.com.au/a/national/product/lavazza-espresso-barista-perfetto-beans,2021-04-23
3034031P,Dare,Mocha Flavoured Milk,4.1,$5.47 per 1L,750mL,,,"['665282 LD & D AUST P/L', '367702 CAPITOL CHILLED FOODS (AUST) P/L', '966403 LD&D AUSTRALIA PTY LTD (DSD)']",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/dare-mocha-flavoured-milk,2021-04-23
386032P,Old El Paso,Mexe Beans Mild,2.4,$0.56 per 100G,425g,3.0,Specials,['407364 GENERAL MILLS AUST P/L'],international-foods,Available,https://shop.coles.com.au/a/national/product/old-el-paso-beans-mexican,2021-04-23
2007543P,Pepsi,Max Multipack Mini Cans 200mL,6.2,$5.17 per 1L,6 pack,,,['44059 ASAHI BEVERAGES PTY LTD'],drinks,Available,https://shop.coles.com.au/a/national/product/schweppes-pepsi-max-mini-200ml-cans,2021-04-23
3588135P,Always Fresh Stuffed,Kalamata Jalapenos Stuffed Olives,5.4,$2.45 per 100G,220g,,,['633534 RIVIANA FOODS P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/always-fresh-stuffed-olives-kalamata-jalapenos,2021-04-23
5658184P,Yates,Blitzem Snail & Slug Pellets,3.08,$3.08 per 1ea,500g,3.85,Specials,['941631 YATES AUST (XDOC)'],household,Available,https://shop.coles.com.au/a/national/product/yates-blitzem-snail-slug-pellets,2021-04-23
9309573P,Kiwi,Express Instant Shine Show Polish Sponge Neutral,6.5,$92.86 per 100mL,7mL,,,"['131601 SC JOHNSON & SON P/L', '633399 SARALEE HOUSEHOLD & BODYCARE (AU']",household,Available,https://shop.coles.com.au/a/national/product/kiwi-express-instant-shine-show-polish-sponge-neutral,2021-04-23
7604867P,Black Swan,Spicy Capsicum Dip,3.5,$1.75 per 100G,200g,,Specials,"['65269 POSEIDON TARAMA P/L (RECEIVERS &', '970642 BLACK SWAN FOODS']",entertaining-at-home,Available,https://shop.coles.com.au/a/national/product/black-swan-dip-spicy-capsicum,2021-04-23
3763268P,Peckish,Brown Rice Black Sesame Crackers,2.5,$2.78 per 100G,90g,,,"['64122 MENORA FOODS P/L', '976959 MENORA FOODS']",pantry,Available,https://shop.coles.com.au/a/national/product/peckish-brown-rice-crackers-black-sesame,2021-04-23
2060660P,Absolutely,Cracked Pepper Crackers,11.8,$9.44 per 100G,125g,,,"['973087 BENEDIKT IMPORTS CROSS DOCK', '77704 BENEDIKT IMPORTS AUSTRALIA P/L']",international-foods,Available,https://shop.coles.com.au/a/national/product/absolutely-cracked-pepper-crackers,2021-04-23
4147780P,Coles Bakery,Jumbo Cookie Triple Choc,2.0,$2.00 per 1Ea,1 each,,,['656186 COLES SUPERMARKETS (EXP)'],bakery,Available,https://shop.coles.com.au/a/national/product/triple-choc,2021-04-23
2992226P,Arnott's,Crackers Original Pizza Shapes 8 Pack,3.0,$1.50 per 100G,200g,4.0,Specials,"[""96733 ARNOTT'S BISCUITS LTD (NSW DIV)""]",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/arnotts-crackers-original-pizza-shapes-8-pack,2021-04-23
7790284P,Coles,Stone Baked Meat Feast Pizza,,,450g,,,"['964032 SIMPLOT AUSTRALIA (HOUSEBRAND)', '952024 ORIGINAL PIZZA COMPANY PRIVATE L', '971184 DELLA ROSA FRESH FOODS (COLESBRA', '14729 SIMPLOT AUST P/L']",convenience-meals,Unavailable,https://shop.coles.com.au/a/national/product/coles-pizza-meat-feast-10-inch,2021-04-23
238691P,Coles,Orange Fruit Drink,2.35,$1.18 per 1L,2L,,,"['939953 GROVE FRUIT JUICE P/L(PRIVATE LA', '932536 LD & D AUST P/L']",drinks,Available,https://shop.coles.com.au/a/national/product/coles-smart-buy-drink-orange-crush-chilled,2021-04-23
3801516P,Mission,Tortillas Corn & Wheat,3.8,$0.99 per 100G,384g,,,['953327 GRUMA OCEANIA P/L'],international-foods,Available,https://shop.coles.com.au/a/national/product/mission-tortillas-corn-wheat,2021-04-23
1482406P,Coles Deli,Salad Tubs Snack Quinoa Tabouleah Salad,3.0,$3.00 per 1Ea,1 each,,,['656186 COLES SUPERMARKETS (EXP)'],fruit-vegetables,Available,https://shop.coles.com.au/a/national/product/coles-deli-salad-quinoa-tabouleh-snack-tub,2021-04-23
3822593P,Bulla Murray St,Blackberry Swirl & Brown Ice Cream,6.0,$1.30 per 100mL,460mL,10.0,Specials,['39063 BULLA DAIRY FOODS'],frozen,Available,https://shop.coles.com.au/a/national/product/bulla-murray-st-icecream-blackberry-swirl-brown,2021-04-23
7214862P,Coles,Green Capsicum Loose,1.725,$6.90 per 1Kg,Approx. 250g each,,,"['933347 COSTAS (TASMANIA)', '414760 ST GEORGE PROD PTY LTD', '942633 CARTER & SPENCER NORTH QLD', ""635235 COSTA'S P/L (VIC DC)"", '939301 FRESH PRODUCE DC (WA)', '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)']",fruit-vegetables,Available,https://shop.coles.com.au/a/national/product/capsicum-green-loose,2021-04-23
1855445P,Coles,Sweet Pastry Flan,3.5,$2.19 per 100G,160g,,,['953532 HEATHERBRAE SHORTBREADS P/L HOUS'],bakery,Available,https://shop.coles.com.au/a/national/product/coles-sweet-pastry-flan,2021-04-23
3775788P,Cub,Potty,6.0,,1 EACH,,,"['GLOBALEYES DISTRIBUTION P/L (XDO', 'GLOBALEYES DISTRIBUTION PTY LTD']",baby,Available,https://shop.coles.com.au/a/national/product/cub-potty,2021-04-23
1479977P,Neutrogena,Beach Defence Sunscreen Lotion SPF 50+,17.3,$8.74 per 100mL,198mL,,,['24058 JOHNSON & JOHNSON PACIFIC P/L'],health-beauty,Available,https://shop.coles.com.au/a/national/product/neutrogena-sunscreen-beach-defence-lotion-spf-50,2021-04-23
2391532P,K-Roo,Gourmet Kangaroo Meatballs,6.5,$15.48 per 1Kg,420g,,,['385662 MACRO MEATS - GOURMET GAME'],meat-seafood-deli,Available,https://shop.coles.com.au/a/national/product/macro-meats-kangaroo-gourmet-meatballs,2021-04-23
3766798P,Coles,Kitchen Broccoli Cauliflower & Parmesan Soup,3.0,$1.00 per 100G,300g,,Specials,"['979047 CHEF FRESH PTY LTD (JFF) (CB)', '967838 PMFRESH PTY LTD']",entertaining-at-home,Available,https://shop.coles.com.au/a/national/product/coles-kitchen-soup-brocc-cauliflwr-parm,2021-04-23
2409354P,Super Nature,Sweet Potato Cottage Pie Meal,6.3,$1.80 per 100G,350g,,,['963764 VESCO FOODS P/L'],frozen,Available,https://shop.coles.com.au/a/national/product/super-nature-super-foods-sweet-potato-cottage-pie-frozen-meal,2021-04-23
2158811P,Pattu,Chick Peas Kabuli 9mm,4.5,$4.50 per 1Kg,1kg,,,['970023 Sabi Foods'],international-foods,Available,https://shop.coles.com.au/a/national/product/pattu-chick-peas-kabuli-9mm,2021-04-23
7265535P,Coles,Grape Perino Tomatoes Prepacked,4.5,$22.50 per 1Kg,200g,,,"['414760 ST GEORGE PROD PTY LTD', '942633 CARTER & SPENCER NORTH QLD', '939301 FRESH PRODUCE DC (WA)', ""635235 COSTA'S P/L (VIC DC)"", '939312 FRESH PRODUCE DC (NSW)', '933347 COSTAS (TASMANIA)', '97446 CARTER & SPENCER GROUP P/L']",entertaining-at-home,Available,https://shop.coles.com.au/a/national/product/tomatoes-grape-perino-prepacked,2021-04-23
3311007P,Sole Mare,Wild Brisling Sardines With Wood Smoked,3.5,$29.17 per 1Kg,120g,,,['8508 CONGA FOODS'],pantry,Available,https://shop.coles.com.au/a/national/product/sole-mare-brisling-sardines-smoked-oil,2021-04-23
1037232P,Coles Deli,Fresh Whole Salmon,72.0,$24.00 per 1Kg,approx. 3kg each,,,"['965001 KB SEAFOOD COMPANY PTY LTD', '975366 PFD FOOD SERVICES PTY LTD', '969827 SEALORD AUSTRALIA PTY LIMITED']",from-deli,Available,https://shop.coles.com.au/a/national/product/fresh-asc-whole-salmon-1037232p,2021-04-23
3529522P,Cottee's,"Apple, Lime & Kiwi  Flavour Cordial",4.2,$4.20 per 1L,1L,,,"['656186 COLES SUPERMARKETS (EXP)', '44059 ASAHI BEVERAGES PTY LTD']",drinks,Available,https://shop.coles.com.au/a/national/product/cottees-cordial-apple-kiwi-lime,2021-04-23
3083387P,Siena,Gnocchi,2.2,$0.44 per 100G,500g,,,['739936 SIENA FOODS P/L'],international-foods,Available,https://shop.coles.com.au/a/national/product/siena-gnocchi,2021-04-23
3160659P,Difflam Plus,Anaesthetic Lozenges Honey & Lemon Flavour,10.0,$0.63 per 1Ea,16 pack,,,['974294 INOVA PHARMACEUTICALS PTY LTD'],health-beauty,Available,https://shop.coles.com.au/a/national/product/difflam-plus-anaesthetic-honey-lemon-lozenges,2021-04-23
3904428P,Presstik,Glitter Book Covering,4.0,$4.00 per 1Ea,1 each,,,['965063 HL TOYS INTERNATIONAL LTD'],household,Available,https://shop.coles.com.au/a/national/product/presstik-glitter-bok-covering,2021-04-23
3715141P,Nood,Wild Caught Tuna & Salmon Recipe In Gravy Cat Food 80g,13.0,$1.35 per 100G,12 pack,,,"['976146 ZURU PTY LIMITED', '977379 ZURU PTY LIMITED']",pet,Available,https://shop.coles.com.au/a/national/product/nod-cat-fod-wld-cght-tn-slmn-rcp-grv,2021-04-23
9880457P,Royal Fields,Dark Red Kidney Beans,5.9,$5.90 per 1Kg,1kg,,,"['980252 BASFOODS INTERNATIONAL PTY LTD', '972150 BASFOODS AUSTRALIA PTY LTD (X-DO', '974640 BASFOODS AUSTRALIA PTY LTD (FIW)', '959573 BASFOODS (AUST) P/L']",international-foods,Available,https://shop.coles.com.au/a/national/product/royal-fields-beans-kidney-dark-red,2021-04-23
3585115P,Nature Valley,Crunchy Variety 12 Twin Bars,8.0,$1.59 per 100G,504g,9.0,Specials,['407364 GENERAL MILLS AUST P/L'],kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/nature-valley-crunchy-variety-3585115p,2021-04-23
3960892P,L'OR,Espresso Origins Variety Pack Capsules,18.0,$0.45 per 1Ea,40 pack,,,['633861 JACOBS DOUWE EGBERTS AU P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/variety-pack-capsules,2021-04-23
3308603P,Moro Organico,Extra Virgin Olive Oil,10.0,$2.00 per 100mL,500mL,,,"['939013 COLES SUPERMARKETS P/L', '975208 CONGA FOODS PTY LTD', '8508 CONGA FOODS']",pantry,Available,https://shop.coles.com.au/a/national/product/moro-organico-extra-virgin-olive-oil,2021-04-23
4777111P,Ayam,Sweet Chilli Sauce,3.3,$0.76 per 100mL,435mL,,,"['641316 ORIENTAL MERCHANT P/L', '650668 A CLOUET AUST P/L']",international-foods,Available,https://shop.coles.com.au/a/national/product/ayam-sauce-sweet-chilli,2021-04-23
3925392P,Tonik,Plant Based Protein Shake RTD Salted Caramel,4.0,$1.21 per 100mL,330mL,,,['980801 OMNI BRANDS'],pantry,Available,https://shop.coles.com.au/a/national/product/shake-rtd-slt-carml-330ml,2021-04-23
3171655P,Air Wick,Essential Mist Refill Peony & Jasmine,8.0,$4.00 per 10mL,20mL,,Specials,"['672882 RECKITT BENCKISER (AUST) P/L', '975782 RB (HYGIENE HOME) AUSTRALIA PTY']",household,Available,https://shop.coles.com.au/a/national/product/air-wick-essential-mist-refill-peony-jasmine,2021-04-23
6387592P,Cadbury,Flake Chocolate Multipack 12 Treats,2.5,$1.49 per 100G,168g,5.0,Specials,['618748 CADBURY P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/cadbury-share-pack-chocolate-flake,2021-04-23
3596756P,Conair,Transparent Toiletry Travel Bag,10.0,$10.00 per 1Ea,1 pack,,,"['971171 CONAIR AUSTRALIA PTY LTD', '975794 CONAIR AUSTRALIA PTY LTD']",health-beauty,Available,https://shop.coles.com.au/a/national/product/travel-bag-clear,2021-04-23
9727788P,Coles,Snap Frozen Peas & Corn,2.35,$4.70 per 1Kg,500g,,,"['14729 SIMPLOT AUST P/L', '943470 HJ HEINZ CO AUST LTD (PRIVATE LA', '643408 WATTIES FROZEN FOODS']",frozen,Available,https://shop.coles.com.au/a/national/product/coles-peas-corn-australian-frozen,2021-04-23
4300356P,Leggo's,Tomato Paste Sachet 4 Pack,2.3,$1.15 per 100G,50g,,,['14729 SIMPLOT AU'],pantry,Available,https://shop.coles.com.au/a/national/product/leggos-tomato-paste-sachet,2021-04-23
9880311P,M&M's,Cookies 8 pack,3.0,$1.50 per 100G,200g,,,"['972720 ALLIED PINNACLE', '958441 COOKIE DOUGH CO']",bakery,Available,https://shop.coles.com.au/a/national/product/coles-bakery-cookies-m-ms-baked-in-store,2021-04-23
2213705P,Premier Selection,Gruyere Cheese,6.5,$65.00 per 1Kg,approx. 100g,,,['967444 PREMIER EXPORTS P/L (HOUSEBRAND)'],entertaining-at-home,Available,https://shop.coles.com.au/a/national/product/coles-finest-gruyere,2021-04-23
3121453P,Cook & Dine,Roasting Pan with Rack,15.0,$15.00 per 1Ea,1 each,,,['962438 H & H ASIA LTD'],household,Available,https://shop.coles.com.au/a/national/product/cook-dine-roasting-pan-with-handles,2021-04-23
1719550P,Purina,Felix As Good As It Looks Favourite Selection Cat Food,11.5,$1.13 per 100G,12 pack,,,"['605450 NESTLE AUST LTD FRISKIES PET CAR', '971213 NESTLE PURINA PETCARE']",pet,Available,https://shop.coles.com.au/a/national/product/purina-feilix-as-good-as-it-looks-favourite-selection-cat-food,2021-04-23
5179181P,Coles,Pineapple Drink,1.0,$0.80 per 1L,1.25L,,,"['44059 ASAHI BEVERAGES PTY LTD', '806063 P & N BEVERAGES AUST P/L', '733709 CARLTON & UNITED BREWERIES', '933172 P & N BEVERAGES AUST P/L (PRIVAT', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN']",drinks,Available,https://shop.coles.com.au/a/national/product/coles-soft-drink-pineapple,2021-04-23
1842261P,Paper Mate,Liquid Paper Dryline Grip Correction Tape,5.5,$5.50 per 1Ea,1 each,,,"['936262 NEWELL RUBBERMAID - OFFICE PROD', '964628 NEWELL RUBBERMAID - OFFICE PROD']",household,Available,https://shop.coles.com.au/a/national/product/liquid-paper-dryline-correction-tape-1842261p,2021-04-23
2442021P,Coles,Modelling Paste,4.5,$1.80 per 100G,250g,,,"['12491 DOLLAR SWEETS CO P/L', '145823 OVERSEAS SUPPLIER', '971485 DS INTERNATIONAL FOODS PTY LTD']",pantry,Available,https://shop.coles.com.au/a/national/product/coles-modelling-paste,2021-04-23
3370866P,Cook & Dine,Porcelain Oval Baker,10.0,$10.00 per 1Ea,1 each,,,"[""962791 STONEAGE CERAMICS INT'L HONG KON""]",household,Available,https://shop.coles.com.au/a/national/product/cook-dine-porcelain-oval-baker,2021-04-23
3283794P,Voost,Magnesium 200mg Natural Citrus 20 Effervescent Tablets,6.5,$6.50 per 1Ea,1 Pack,,,['970809 VITAMINHAUS PTY LTD'],health-beauty,Available,https://shop.coles.com.au/a/national/product/voost-effervescent-magnesium-tablets,2021-04-23
3919673P,Darrell Lea,Dark Chocolate Block,3.0,$1.76 per 100G,170g,5.0,Specials,"['967482 DARRELL LEA CONFECTIONERY CO P/L', '967236 DARRELL LEA (HOUSEBRAND)']",pantry,Available,https://shop.coles.com.au/a/national/product/darrell-lea-dark-chocolate-block,2021-04-23
3713350P,Ben & Jerry's,Non Dairy Choc Chip Cookie Dough,8.0,$1.75 per 100mL,458mL,12.0,Specials,['40622 STREETS ICE CREAM'],frozen,Available,https://shop.coles.com.au/a/national/product/ben-jerry-s-non-dairy-choc-chip-cokie-dough,2021-04-23
5717192P,Chicken Tonight,Golden Honey Mustard with Carrot & Onions Simmer Sauce,2.5,$0.52 per 100G,485g,3.15,Specials,"['969030 SYMINGTONS AUSTRALIA PTY LIMITED', '421901 UNILEVER A/ASIA FOODS', '14729 SIMPLOT AUST P/L']",pantry,Available,https://shop.coles.com.au/a/national/product/continental-chicken-tonight-simmer-sauce-golden-honey-mustard,2021-04-23
3858444P,NRG,Super Alkaline AAA Batteries,4.5,$1.13 per 1Ea,4 pack,5.5,Specials,['975760 GLOBALEYES DISTRIBUTION PTY LTD'],household,Available,https://shop.coles.com.au/a/national/product/nrg-super-alkaline-a-4-pack,2021-04-23
2072873P,Coles,Original Flavour Stacked Chips,1.75,$1.09 per 100G,160g,,,"['145823 OVERSEAS SUPPLIER', '970581 MAMEE-DOUBLE DECKER (M) BH (COLE']",entertaining-at-home,Available,https://shop.coles.com.au/a/national/product/coles-original-stacked-chips,2021-04-23
1262240P,Devondale,Moo Chocolate Flavoured Multipack Milk 200mL,4.35,$3.63 per 1L,6 pack,5.4,Specials,"['317349 MURRAY GOULBURN CO-OP CO LTD', '974916 SAPUTO DAIRY AUSTRALIA (SDA2)']",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/devondale-milk-moo-uht-chocolate,2021-04-23
5196566P,Grapetiser,Sparkling Red Grape Juice Bottle,3.15,$4.20 per 1L,750mL,4.8,Specials,"['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']",drinks,Available,https://shop.coles.com.au/a/national/product/grapetiser-sparkling-red-grape-juice,2021-04-23
46522P,Eskal,Cucumber Dill Pickles,3.4,$0.63 per 100G,540g,,,"['972979 TRIALIA FOODS AUSTRALIA PTY LTD', '616711 TRIALIA FOODS AUST P/L']",international-foods,Available,https://shop.coles.com.au/a/national/product/eskal-cucumbers-pickled-dill-46522p,2021-04-23
8556985P,L'Oreal,Colour Riche Lipstick Blush Plum 255,15.4,$46.67 per 10G,3.3g,22.0,Specials,"[""952096 L'OREAL AUST P/L (X-DOCK)"", ""720488 L'OREAL AUST P/L""]",health-beauty,Available,https://shop.coles.com.au/a/national/product/loreal-colour-riche-lip-colour-blush-in-plum,2021-04-23
2421622P,Coles Deli,Peri Peri Shredded Chicken,3.3125,$26.50 per 1Kg,approx. 125g,,,"['970470 THE CORDINA FOOD CO (COLES BRAND', '619370 CORDINA FOODS P/L (RANDOM WEIGHT']",meat-seafood-deli,Available,https://shop.coles.com.au/a/national/product/coles-deli-peri-peri-shredded-chicken,2021-04-23
3771302P,Coles Finest,Chicken Tikka Masala,8.5,$2.13 per 100G,400g,,,"['979047 CHEF FRESH PTY LTD (JFF) (CB)', '958543 JEWEL OF INDIA ENTERPRISES P/L (']",entertaining-at-home,Available,https://shop.coles.com.au/a/national/product/coles-finest-chicken-tikka-masala,2021-04-23
7197720P,Coles,Vanilla Ice Cream Cup Cones,2.5,$0.10 per 1Ea,24 pack,,,['952669 ALTIMATE FOODS P/L (HOUSEBRAND A'],pantry,Available,https://shop.coles.com.au/a/national/product/coles-cone-ice-cream-cup,2021-04-23
3656246P,Cook & Dine,Roasting Pan Small,7.0,$7.00 per 1Ea,1 each,,,['962438 H & H ASIA LTD'],household,Available,https://shop.coles.com.au/a/national/product/cok-dine-small-roasting-pan,2021-04-23
2371320P,Ubu,Eyelash Curler,10.0,$10.00 per 1Ea,1 pack,,,"['971210 QVS GLOBAL AUSTRALIA PTY LTD (XD', '970751 QVS GLOBAL AUSTRALIA PTY LTD']",health-beauty,Available,https://shop.coles.com.au/a/national/product/ubu-eyelash-curler,2021-04-23
250154P,Bushells,Blue Label Black Tea Bags,3.5,$0.04 per 1Ea,100 pack,4.25,Specials,"['606651 BOTANY INTL FOODS P/L', '421901 UNILEVER A']",drinks,Available,https://shop.coles.com.au/a/national/product/bushells-blue-label-tea-bags-tea-cup-250154p,2021-04-23
1173401P,U By Kotex,Designer Series Protect Liners,3.5,$0.12 per 1Ea,30 pack,,,['965992 KIMBERLY-CLARK AUSTRALIA P/L (AD'],health-beauty,Available,https://shop.coles.com.au/a/national/product/u-by-kotex-liners-protective-floral,2021-04-23
3578969P,Dove,Nourishing Secrets Lavender & Rose Roll On,3.9,$7.80 per 100mL,50mL,,,['26867 UNILEVER A/ASIA HOME &PERSONAL C'],health-beauty,Available,https://shop.coles.com.au/a/national/product/dove-nourishing-secrets-roll-on-lavender-rose,2021-04-23
4699357P,Sharwood's,Tikka Masala Simmer Sauce,3.0,$0.71 per 100G,420g,4.0,Specials,"['32077 MANASSEN FOODS AUST P/L', '633534 RIVIANA FOODS P/L', '969604 PREMIER FOOODS']",international-foods,Available,https://shop.coles.com.au/a/national/product/sharwoods-sauce-simmer-tikka-masala,2021-04-23
2090081P,Primo,Chorizos,3.3,$3.30 per 1Ea,1 each,,,['959437 PRIMO FOODS PTY LTD'],from-deli,Available,https://shop.coles.com.au/a/national/product/coles-deli-primo-chorizos-2090081p,2021-04-23
3992786P,Pauls,Kids Yoghurt Strawberry Red,1.4,$2.00 per 100G,70g,,Specials,"['64262 LACTALIS AUSTRALIA P/L', '972698 LACTALIS AUSTRALIA P/L']",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/strawberry-red,2021-04-23
3489042P,Heinz Beanz,No Added Sugar Baked Beans,1.65,$0.75 per 100G,220g,,,['22161 HJ HEINZ CO AUST LTD'],pantry,Available,https://shop.coles.com.au/a/national/product/heinz-baked-beans-nas,2021-04-23
6834147P,Coles Deli,Jarlsberg Lite Cheese Slices,2.275,$22.75 per 1Kg,approx. 100g,,,"['945705 VITTORIA FOOD AND BEVERAGE', '51837 VITTORIA FOOD & BEVERAGE']",entertaining-at-home,Available,https://shop.coles.com.au/a/national/product/jarlsberg-cheese-lite-sliced,2021-04-23
3824533P,Coles,Gluten Free Rustic Half Baguettes 2 pack,5.0,$1.92 per 100G,260g,,,['968071 LIFESTYLE BAKERY (HOUSEBRAND)'],bakery,Available,https://shop.coles.com.au/a/national/product/coles-gluten-fre-rustic-half-baguettes-2pk,2021-04-23
1744739P,Bega,Cream Cheese Spread Original,6.5,$13.00 per 1Kg,500g,,,"['973987 BEGA CHEESE LIMITED', '26239 KRAFT FOODS LTD']",pantry,Available,https://shop.coles.com.au/a/national/product/kraft-cream-cheese-spread,2021-04-23
9554497P,Coles,Dairy Strawberry Yoghurt,3.45,$3.45 per 1Kg,1kg,,,"['937417 DAIRY FARMERS (HOUSEBRAND ACCOUN', '650595 EDEN FOODS', '965979 TAMAR VALLEY DAIRY (HOUSEBRAND)', '939691 NATIONAL FOODS AUST P/L', '969609 FONTERRA BRANDS (AUS) P/L (HOUSE', '972693 LACTALIS AUSTRALIA P/L']",dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/coles-yoghurt-strawberry,2021-04-23
6989187P,Fantastic,Instant Noodles,3.0,$0.43 per 100G,700g,3.8,Specials,['68021 SAN REMO MACARONI CO P/L ACCT 1'],international-foods,Available,https://shop.coles.com.au/a/national/product/fantastic-noodles-instant,2021-04-23
2257278P,Birds Eye,Frozen Steam Fresh Plus Pearl CousCous With Chick Peas 2 pack,5.0,$12.50 per 1Kg,400g,,,['14729 SIMPLOT AUST P/L'],frozen,Available,https://shop.coles.com.au/a/national/product/birds-eye-steamfresh-plus-frozen-pearl-couscous-with-chick-peas-carrot-peas-spinach-onion,2021-04-23
3242833P,Coles,So Soft & Strong 4 Ply Toilet Tissue,4.4,$0.55 per 1Ea,8 pack,,,['974092 ENCORE TISSUE'],household,Available,https://shop.coles.com.au/a/national/product/coles-4-ply-toilet-tissue-so-soft,2021-04-23
2453141P,Maggi,2 Minute Noodles Beef Wholegrain 5 Pack,3.95,$1.18 per 100G,335g,,,['621994 NESTLE AUST LTD'],pantry,Available,https://shop.coles.com.au/a/national/product/maggi-beef-wholegrain-2-minute-noodles,2021-04-23
9196207P,Ready Chef,Beef Lasagne,15.0,$0.75 per 100G,2kg,,,"['742112 POWERHOUSE FOODS P/L', '970071 Beak & Johnston Pty Ltd (COLESBR', '407364 GENERAL MILLS AUST P/L', '967153 GENERAL MILLS AUST P/L DY (READY']",dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/ready-chef-beef-lasagne,2021-04-23
2734446P,Arnott's,Original BBQ Shapes,3.2,$1.83 per 100G,175g,,,"[""96733 ARNOTT'S BISCUITS LTD (NSW DIV)""]",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/arnotts-original-bbq-shapes,2021-04-23
4147645P,Two Good,Yoghurt Strawberry,7.0,$1.00 per 100G,700g,,,['964090 DANONE MURRAY GOULBURN AUST P/L'],dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/strawberry-4147645p-1,2021-04-23
2954974P,Heinz,Baked Beans in Ham Sauce,1.0,$0.33 per 100G,300g,2.0,Specials,['22161 HJ HEINZ CO AUST LTD'],pantry,Available,https://shop.coles.com.au/a/national/product/heinz-canned-baked-beans-ham-sauce,2021-04-23
3521327P,Coles Deli,Pansize Bacon,4.0,$16.00 per 1Kg,approx. 250g each,5.0,Specials,['959437 PRIMO FOODS PTY LTD'],meat-seafood-deli,Available,https://shop.coles.com.au/a/national/product/primo-pansize-bacon-3521327p,2021-04-23
8544793P,McCain,Frozen Meat Lovers Pizza Slices 6 pack,7.5,$1.25 per 100G,600g,,,['32557 MCCAIN FOOD AUST P/L'],frozen,Available,https://shop.coles.com.au/a/national/product/mccain-pizza-slices-meat-lovers-6-pack-frozen,2021-04-23
3763392P,Always Fresh,Pasticcini Hazelnut Biscuits,3.5,$3.18 per 100G,110g,,,['633534 RIVIANA FOODS P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/always-fresh-pasticcini-biscuits-hazelnut,2021-04-23
3570480P,Next,Plant Based Bacon Strips,9.0,$4.50 per 100G,200g,,,"['656186 COLES SUPERMARKETS (EXP)', '975067 THE FUTURE FARM COMPANY PTY LTD']",meat-seafood-deli,Available,https://shop.coles.com.au/a/national/product/next-bacon,2021-04-23
3605391P,Bega,Simply Nuts The Crunchiest Peanut Butter,4.0,$1.23 per 100G,325g,5.0,Specials,['973987 BEGA CHEESE LIMITED'],pantry,Available,https://shop.coles.com.au/a/national/product/bega-simply-nuts-ultimate-crunch-peanut-butter,2021-04-23
8675281P,Coles,Tuna Chunks in Springwater,0.9,$9.47 per 1Kg,95g,,,"['145823 OVERSEAS SUPPLIER', '962608 UNICORD PUBLIC CO LTD', '959461 SOMERTON ICC AMBIENT 9396GR MEAL', '959479 HEATHWOOD ICC (AMBIENT) 9411GR M', '964010 SIAM INTERNATIONAL FOOD CO LTD', '950118 PATAYA FOOD INDUSTRIES LTD']",pantry,Available,https://shop.coles.com.au/a/national/product/coles-tuna-chunks-in-springwater-99%25-fat-free,2021-04-23
7147721P,Osem,Bamba With Hazelnut Filling Snacks,1.9,$3.17 per 100G,60g,,,"['77704 BENEDIKT IMPORTS AUSTRALIA P/L', '973087 BENEDIKT IMPORTS CROSS DOCK']",international-foods,Available,https://shop.coles.com.au/a/national/product/osem-bamba-snacks-hazelnut-filling,2021-04-23
